Doctor,Date,Post,Available
Unit6_Doc4,2025-08-19,ED Cover A1,1
Unit6_Doc4,2025-08-19,ED Cover A2,1
Unit6_Doc4,2025-08-20,ED1,0
Unit6_Doc4,2025-08-20,ED2,1
Unit6_Doc4,2025-08-20,ED3,1
Unit6_Doc4,2025-08-20,Ward3,1
Unit6_Doc4,2025-08-20,Ward4,1
Unit6_Doc4,2025-08-20,ED Cover A1,0
Unit6_Doc4,2025-08-20,ED Cover A2,0
Unit6_Doc4,2025-08-21,ED1,1
Unit6_Doc4,2025-08-21,ED2,1
Unit6_Doc4,2025-08-21,ED3,1
Unit6_Doc4,2025-08-21,Ward3,1
Unit6_Doc4,2025-08-21,Ward4,1
Unit6_Doc4,2025-08-21,ED Cover A1,0
Unit6_Doc4,2025-08-21,ED Cover A2,0
Unit6_Doc4,2025-08-22,ED1,1
Unit6_Doc4,2025-08-22,ED2,1
Unit6_Doc4,2025-08-22,ED3,0
Unit6_Doc4,2025-08-22,Ward3,1
Unit6_Doc4,2025-08-22,Ward4,0
Unit6_Doc4,2025-08-22,ED Cover A1,0
Unit6_Doc4,2025-08-22,ED Cover A2,0
Unit6_Doc4,2025-08-23,ED1,0
Unit6_Doc4,2025-08-23,ED2,0
Unit6_Doc4,2025-08-23,ED3,0
Unit6_Doc4,2025-08-23,Ward4,0
Unit6_Doc4,2025-08-23,Ward5,1
Unit6_Doc4,2025-08-23,Ward6,0
Unit6_Doc4,2025-08-23,Ward7,1
Unit6_Doc4,2025-08-23,Ward9,1
Unit6_Doc4,2025-08-23,Ward10,1
Unit6_Doc4,2025-08-23,Standby Oncall,1
Unit6_Doc4,2025-08-24,ED1,1
Unit6_Doc4,2025-08-24,ED2,0
Unit6_Doc4,2025-08-24,ED3,1
Unit6_Doc4,2025-08-24,Ward4,1
Unit6_Doc4,2025-08-24,Ward5,0
Unit6_Doc4,2025-08-24,Ward6,1
Unit6_Doc4,2025-08-24,Ward7,0
Unit6_Doc4,2025-08-24,Ward9,1
Unit6_Doc4,2025-08-24,Ward10,0
Unit6_Doc4,2025-08-24,Standby Oncall,1
Unit6_Doc4,2025-08-25,ED1,1
Unit6_Doc4,2025-08-25,ED2,1
Unit6_Doc4,2025-08-25,ED3,1
Unit6_Doc4,2025-08-25,Ward3,1
Unit6_Doc4,2025-08-25,Ward4,0
Unit6_Doc4,2025-08-25,ED Cover A1,1
Unit6_Doc4,2025-08-25,ED Cover A2,1
Unit6_Doc4,2025-08-26,ED1,0
Unit6_Doc4,2025-08-26,ED2,1
Unit6_Doc4,2025-08-26,ED3,0
Unit6_Doc4,2025-08-26,Ward3,1
Unit6_Doc4,2025-08-26,Ward4,0
Unit6_Doc4,2025-08-26,ED Cover A1,0
Unit6_Doc4,2025-08-26,ED Cover A2,0
Unit6_Doc4,2025-08-27,ED1,1
Unit6_Doc4,2025-08-27,ED2,1
Unit6_Doc4,2025-08-27,ED3,1
Unit6_Doc4,2025-08-27,Ward3,1
Unit6_Doc4,2025-08-27,Ward4,1
Unit6_Doc4,2025-08-27,ED Cover A1,1
Unit6_Doc4,2025-08-27,ED Cover A2,1
Unit6_Doc4,2025-08-28,ED1,0
Unit6_Doc4,2025-08-28,ED2,0
Unit6_Doc4,2025-08-28,ED3,0
Unit6_Doc4,2025-08-28,Ward3,1
Unit6_Doc4,2025-08-28,Ward4,1
Unit6_Doc4,2025-08-28,ED Cover A1,1
Unit6_Doc4,2025-08-28,ED Cover A2,1
Unit6_Doc4,2025-08-29,ED1,0
Unit6_Doc4,2025-08-29,ED2,1
Unit6_Doc4,2025-08-29,ED3,1
Unit6_Doc4,2025-08-29,Ward3,1
Unit6_Doc4,2025-08-29,Ward4,1
Unit6_Doc4,2025-08-29,ED Cover A1,0
Unit6_Doc4,2025-08-29,ED Cover A2,1
Unit6_Doc4,2025-08-30,ED1,0
Unit6_Doc4,2025-08-30,ED2,1
Unit6_Doc4,2025-08-30,ED3,1
Unit6_Doc4,2025-08-30,Ward4,1
Unit6_Doc4,2025-08-30,Ward5,0
Unit6_Doc4,2025-08-30,Ward6,1
Unit6_Doc4,2025-08-30,Ward7,1
Unit6_Doc4,2025-08-30,Ward9,1
Unit6_Doc4,2025-08-30,Ward10,1
Unit6_Doc4,2025-08-30,Standby Oncall,0
Unit6_Doc4,2025-08-31,ED1,1
Unit6_Doc4,2025-08-31,ED2,1
Unit6_Doc4,2025-08-31,ED3,0
Unit6_Doc4,2025-08-31,Ward4,1
Unit6_Doc4,2025-08-31,Ward5,1
Unit6_Doc4,2025-08-31,Ward6,0
Unit6_Doc4,2025-08-31,Ward7,0
Unit6_Doc4,2025-08-31,Ward9,0
Unit6_Doc4,2025-08-31,Ward10,1
Unit6_Doc4,2025-08-31,Standby Oncall,1
Unit6_Doc5,2025-08-04,ED1,0
Unit6_Doc5,2025-08-04,ED2,1
Unit6_Doc5,2025-08-04,ED3,1
Unit6_Doc5,2025-08-04,Ward3,1
Unit6_Doc5,2025-08-04,Ward4,1
Unit6_Doc5,2025-08-04,ED Cover A1,1
Unit6_Doc5,2025-08-04,ED Cover A2,1
Unit6_Doc5,2025-08-05,ED1,1
Unit6_Doc5,2025-08-05,ED2,1
Unit6_Doc5,2025-08-05,ED3,0
Unit6_Doc5,2025-08-05,Ward3,1
Unit6_Doc5,2025-08-05,Ward4,0
Unit6_Doc5,2025-08-05,ED Cover A1,0
Unit6_Doc5,2025-08-05,ED Cover A2,0
Unit6_Doc5,2025-08-06,ED1,1
Unit6_Doc5,2025-08-06,ED2,1
Unit6_Doc5,2025-08-06,ED3,1
Unit6_Doc5,2025-08-06,Ward3,1
Unit6_Doc5,2025-08-06,Ward4,1
Unit6_Doc5,2025-08-06,ED Cover A1,1
Unit6_Doc5,2025-08-06,ED Cover A2,0
Unit6_Doc5,2025-08-07,ED1,1
Unit6_Doc5,2025-08-07,ED2,1
Unit6_Doc5,2025-08-07,ED3,0
Unit6_Doc5,2025-08-07,Ward3,1
Unit6_Doc5,2025-08-07,Ward4,1
Unit6_Doc5,2025-08-07,ED Cover A1,1
Unit6_Doc5,2025-08-07,ED Cover A2,0
Unit6_Doc5,2025-08-08,ED1,0
Unit6_Doc5,2025-08-08,ED2,1
Unit6_Doc5,2025-08-08,ED3,1
Unit6_Doc5,2025-08-08,Ward3,1
Unit6_Doc5,2025-08-08,Ward4,1
Unit6_Doc5,2025-08-08,ED Cover A1,0
Unit6_Doc5,2025-08-08,ED Cover A2,1
Unit6_Doc5,2025-08-09,ED1,1
Unit6_Doc5,2025-08-09,ED2,1
Unit6_Doc5,2025-08-09,ED3,1
Unit6_Doc5,2025-08-09,Ward4,1
Unit6_Doc5,2025-08-09,Ward5,0
Unit6_Doc5,2025-08-09,Ward6,0
Unit6_Doc5,2025-08-09,Ward7,1
Unit6_Doc5,2025-08-09,Ward9,0
Unit6_Doc5,2025-08-09,Ward10,1
Unit6_Doc5,2025-08-09,Standby Oncall,1
Unit6_Doc5,2025-08-10,ED1,0
Unit6_Doc5,2025-08-10,ED2,1
Unit6_Doc5,2025-08-10,ED3,1
Unit6_Doc5,2025-08-10,Ward4,1
Unit6_Doc5,2025-08-10,Ward5,0
Unit6_Doc5,2025-08-10,Ward6,1
Unit6_Doc5,2025-08-10,Ward7,1
Unit6_Doc5,2025-08-10,Ward9,1
Unit6_Doc5,2025-08-10,Ward10,1
Unit6_Doc5,2025-08-10,Standby Oncall,1
Unit6_Doc5,2025-08-11,ED1,1
Unit6_Doc5,2025-08-11,ED2,0
Unit6_Doc5,2025-08-11,ED3,1
Unit6_Doc5,2025-08-11,Ward3,0
Unit6_Doc5,2025-08-11,Ward4,0
Unit6_Doc5,2025-08-11,ED Cover A1,0
Unit6_Doc5,2025-08-11,ED Cover A2,1
Unit6_Doc5,2025-08-12,ED1,1
Unit6_Doc5,2025-08-12,ED2,1
Unit6_Doc5,2025-08-12,ED3,0
Unit6_Doc5,2025-08-12,Ward3,0
Unit6_Doc5,2025-08-12,Ward4,1
Unit6_Doc5,2025-08-12,ED Cover A1,0
Unit6_Doc5,2025-08-12,ED Cover A2,0
Unit6_Doc5,2025-08-13,ED1,1
Unit6_Doc5,2025-08-13,ED2,0
Unit6_Doc5,2025-08-13,ED3,1
Unit6_Doc5,2025-08-13,Ward3,0
Unit6_Doc5,2025-08-13,Ward4,1
Unit6_Doc5,2025-08-13,ED Cover A1,1
Unit6_Doc5,2025-08-13,ED Cover A2,1
Unit6_Doc5,2025-08-14,ED1,0
Unit6_Doc5,2025-08-14,ED2,1
Unit6_Doc5,2025-08-14,ED3,0
Unit6_Doc5,2025-08-14,Ward3,1
Unit6_Doc5,2025-08-14,Ward4,1
Unit6_Doc5,2025-08-14,ED Cover A1,1
Unit6_Doc5,2025-08-14,ED Cover A2,1
Unit6_Doc5,2025-08-15,ED1,1
Unit6_Doc5,2025-08-15,ED2,1
Unit6_Doc5,2025-08-15,ED3,1
Unit6_Doc5,2025-08-15,Ward3,1
Unit6_Doc5,2025-08-15,Ward4,1
Unit6_Doc5,2025-08-15,ED Cover A1,0
Unit6_Doc5,2025-08-15,ED Cover A2,0
Unit6_Doc5,2025-08-16,ED1,1
Unit6_Doc5,2025-08-16,ED2,0
Unit6_Doc5,2025-08-16,ED3,1
Unit6_Doc5,2025-08-16,Ward4,1
Unit6_Doc5,2025-08-16,Ward5,0
Unit6_Doc5,2025-08-16,Ward6,0
Unit6_Doc5,2025-08-16,Ward7,1
Unit6_Doc5,2025-08-16,Ward9,0
Unit6_Doc5,2025-08-16,Ward10,0
Unit6_Doc5,2025-08-16,Standby Oncall,1
Unit6_Doc5,2025-08-17,ED1,0
Unit6_Doc5,2025-08-17,ED2,0
Unit6_Doc5,2025-08-17,ED3,1
Unit6_Doc5,2025-08-17,Ward4,1
Unit6_Doc5,2025-08-17,Ward5,1
Unit6_Doc5,2025-08-17,Ward6,1
Unit6_Doc5,2025-08-17,Ward7,0
Unit6_Doc5,2025-08-17,Ward9,1
Unit6_Doc5,2025-08-17,Ward10,1
Unit6_Doc5,2025-08-17,Standby Oncall,1
Unit6_Doc5,2025-08-18,ED1,1
Unit6_Doc5,2025-08-18,ED2,1
Unit6_Doc5,2025-08-18,ED3,1
Unit6_Doc5,2025-08-18,Ward3,0
Unit6_Doc5,2025-08-18,Ward4,1
Unit6_Doc5,2025-08-18,ED Cover A1,1
Unit6_Doc5,2025-08-18,ED Cover A2,1
Unit6_Doc5,2025-08-19,ED1,1
Unit6_Doc5,2025-08-19,ED2,0
Unit6_Doc5,2025-08-19,ED3,1
Unit6_Doc5,2025-08-19,Ward3,1
Unit6_Doc5,2025-08-19,Ward4,1
Unit6_Doc5,2025-08-19,ED Cover A1,0
Unit6_Doc5,2025-08-19,ED Cover A2,1
Unit6_Doc5,2025-08-20,ED1,1
Unit6_Doc5,2025-08-20,ED2,0
Unit6_Doc5,2025-08-20,ED3,1
Unit6_Doc5,2025-08-20,Ward3,1
Unit6_Doc5,2025-08-20,Ward4,1
Unit6_Doc5,2025-08-20,ED Cover A1,1
Unit6_Doc5,2025-08-20,ED Cover A2,1
Unit6_Doc5,2025-08-21,ED1,1
Unit6_Doc5,2025-08-21,ED2,1
Unit6_Doc5,2025-08-21,ED3,1
Unit6_Doc5,2025-08-21,Ward3,1
Unit6_Doc5,2025-08-21,Ward4,1
Unit6_Doc5,2025-08-21,ED Cover A1,0
Unit6_Doc5,2025-08-21,ED Cover A2,1
Unit6_Doc5,2025-08-22,ED1,0
Unit6_Doc5,2025-08-22,ED2,1
Unit6_Doc5,2025-08-22,ED3,0
Unit6_Doc5,2025-08-22,Ward3,1
Unit6_Doc5,2025-08-22,Ward4,1
Unit6_Doc5,2025-08-22,ED Cover A1,0
Unit6_Doc5,2025-08-22,ED Cover A2,0
Unit6_Doc5,2025-08-23,ED1,1
Unit6_Doc5,2025-08-23,ED2,1
Unit6_Doc5,2025-08-23,ED3,1
Unit6_Doc5,2025-08-23,Ward4,0
Unit6_Doc5,2025-08-23,Ward5,1
Unit6_Doc5,2025-08-23,Ward6,0
Unit6_Doc5,2025-08-23,Ward7,0
Unit6_Doc5,2025-08-23,Ward9,1
Unit6_Doc5,2025-08-23,Ward10,1
Unit6_Doc5,2025-08-23,Standby Oncall,1
Unit6_Doc5,2025-08-24,ED1,0
Unit6_Doc5,2025-08-24,ED2,1
Unit6_Doc5,2025-08-24,ED3,1
Unit6_Doc5,2025-08-24,Ward4,1
Unit6_Doc5,2025-08-24,Ward5,1
Unit6_Doc5,2025-08-24,Ward6,0
Unit6_Doc5,2025-08-24,Ward7,1
Unit6_Doc5,2025-08-24,Ward9,0
Unit6_Doc5,2025-08-24,Ward10,1
Unit6_Doc5,2025-08-24,Standby Oncall,1
Unit6_Doc5,2025-08-25,ED1,1
Unit6_Doc5,2025-08-25,ED2,1
Unit6_Doc5,2025-08-25,ED3,1
Unit6_Doc5,2025-08-25,Ward3,1
Unit6_Doc5,2025-08-25,Ward4,0
Unit6_Doc5,2025-08-25,ED Cover A1,1
Unit6_Doc5,2025-08-25,ED Cover A2,1
Unit6_Doc5,2025-08-26,ED1,1
Unit6_Doc5,2025-08-26,ED2,0
Unit6_Doc5,2025-08-26,ED3,1
Unit6_Doc5,2025-08-26,Ward3,1
Unit6_Doc5,2025-08-26,Ward4,1
Unit6_Doc5,2025-08-26,ED Cover A1,1
Unit6_Doc5,2025-08-26,ED Cover A2,1
Unit6_Doc5,2025-08-27,ED1,1
Unit6_Doc5,2025-08-27,ED2,1
Unit6_Doc5,2025-08-27,ED3,0
Unit6_Doc5,2025-08-27,Ward3,1
Unit6_Doc5,2025-08-27,Ward4,0
Unit6_Doc5,2025-08-27,ED Cover A1,1
Unit6_Doc5,2025-08-27,ED Cover A2,0
Unit6_Doc5,2025-08-28,ED1,1
Unit6_Doc5,2025-08-28,ED2,0
Unit6_Doc5,2025-08-28,ED3,1
Unit6_Doc5,2025-08-28,Ward3,1
Unit6_Doc5,2025-08-28,Ward4,1
Unit6_Doc5,2025-08-28,ED Cover A1,1
Unit6_Doc5,2025-08-28,ED Cover A2,0
Unit6_Doc5,2025-08-29,ED1,1
Unit6_Doc5,2025-08-29,ED2,0
Unit6_Doc5,2025-08-29,ED3,1
Unit6_Doc5,2025-08-29,Ward3,1
Unit6_Doc5,2025-08-29,Ward4,1
Unit6_Doc5,2025-08-29,ED Cover A1,1
Unit6_Doc5,2025-08-29,ED Cover A2,1
Unit6_Doc5,2025-08-30,ED1,1
Unit6_Doc5,2025-08-30,ED2,1
Unit6_Doc5,2025-08-30,ED3,1
Unit6_Doc5,2025-08-30,Ward4,1
Unit6_Doc5,2025-08-30,Ward5,1
Unit6_Doc5,2025-08-30,Ward6,1
Unit6_Doc5,2025-08-30,Ward7,0
Unit6_Doc5,2025-08-30,Ward9,1
Unit6_Doc5,2025-08-30,Ward10,1
Unit6_Doc5,2025-08-30,Standby Oncall,1
Unit6_Doc5,2025-08-31,ED1,1
Unit6_Doc5,2025-08-31,ED2,1
Unit6_Doc5,2025-08-31,ED3,1
Unit6_Doc5,2025-08-31,Ward4,1
Unit6_Doc5,2025-08-31,Ward5,1
Unit6_Doc5,2025-08-31,Ward6,0
Unit6_Doc5,2025-08-31,Ward7,1
Unit6_Doc5,2025-08-31,Ward9,0
Unit6_Doc5,2025-08-31,Ward10,1
Unit6_Doc5,2025-08-31,Standby Oncall,0
Unit6_Doc6,2025-08-04,ED1,1
Unit6_Doc6,2025-08-04,ED2,0
Unit6_Doc6,2025-08-04,ED3,1
Unit6_Doc6,2025-08-04,Ward3,0
Unit6_Doc6,2025-08-04,Ward4,0
Unit6_Doc6,2025-08-04,ED Cover A1,1
Unit6_Doc6,2025-08-04,ED Cover A2,1
Unit6_Doc6,2025-08-05,ED1,1
Unit6_Doc6,2025-08-05,ED2,0
Unit6_Doc6,2025-08-05,ED3,0
Unit6_Doc6,2025-08-05,Ward3,1
Unit6_Doc6,2025-08-05,Ward4,1
Unit6_Doc6,2025-08-05,ED Cover A1,1
Unit6_Doc6,2025-08-05,ED Cover A2,1
Unit6_Doc6,2025-08-06,ED1,0
Unit6_Doc6,2025-08-06,ED2,0
Unit6_Doc6,2025-08-06,ED3,1
Unit6_Doc6,2025-08-06,Ward3,1
Unit6_Doc6,2025-08-06,Ward4,0
Unit6_Doc6,2025-08-06,ED Cover A1,0
Unit6_Doc6,2025-08-06,ED Cover A2,1
Unit6_Doc6,2025-08-07,ED1,1
Unit6_Doc6,2025-08-07,ED2,1
Unit6_Doc6,2025-08-07,ED3,1
Unit6_Doc6,2025-08-07,Ward3,1
Unit6_Doc6,2025-08-07,Ward4,1
Unit6_Doc6,2025-08-07,ED Cover A1,0
Unit6_Doc6,2025-08-07,ED Cover A2,1
Unit6_Doc6,2025-08-08,ED1,1
Unit6_Doc6,2025-08-08,ED2,1
Unit6_Doc6,2025-08-08,ED3,1
Unit6_Doc6,2025-08-08,Ward3,0
Unit6_Doc6,2025-08-08,Ward4,1
Unit6_Doc6,2025-08-08,ED Cover A1,1
Unit6_Doc6,2025-08-08,ED Cover A2,1
Unit6_Doc6,2025-08-09,ED1,1
Unit6_Doc6,2025-08-09,ED2,1
Unit6_Doc6,2025-08-09,ED3,1
Unit6_Doc6,2025-08-09,Ward4,0
Unit6_Doc6,2025-08-09,Ward5,1
Unit6_Doc6,2025-08-09,Ward6,0
Unit6_Doc6,2025-08-09,Ward7,1
Unit6_Doc6,2025-08-09,Ward9,0
Unit6_Doc6,2025-08-09,Ward10,0
Unit6_Doc6,2025-08-09,Standby Oncall,0
Unit6_Doc6,2025-08-10,ED1,1
Unit6_Doc6,2025-08-10,ED2,0
Unit6_Doc6,2025-08-10,ED3,0
Unit6_Doc6,2025-08-10,Ward4,1
Unit6_Doc6,2025-08-10,Ward5,1
Unit6_Doc6,2025-08-10,Ward6,0
Unit6_Doc6,2025-08-10,Ward7,1
Unit6_Doc6,2025-08-10,Ward9,0
Unit6_Doc6,2025-08-10,Ward10,1
Unit6_Doc6,2025-08-10,Standby Oncall,0
Unit6_Doc6,2025-08-11,ED1,1
Unit6_Doc6,2025-08-11,ED2,1
Unit6_Doc6,2025-08-11,ED3,1
Unit6_Doc6,2025-08-11,Ward3,1
Unit6_Doc6,2025-08-11,Ward4,0
Unit6_Doc6,2025-08-11,ED Cover A1,0
Unit6_Doc6,2025-08-11,ED Cover A2,0
Unit6_Doc6,2025-08-12,ED1,1
Unit6_Doc6,2025-08-12,ED2,0
Unit6_Doc6,2025-08-12,ED3,0
Unit6_Doc6,2025-08-12,Ward3,1
Unit6_Doc6,2025-08-12,Ward4,1
Unit6_Doc6,2025-08-12,ED Cover A1,1
Unit6_Doc6,2025-08-12,ED Cover A2,0
Unit6_Doc6,2025-08-13,ED1,1
Unit6_Doc6,2025-08-13,ED2,0
Unit6_Doc6,2025-08-13,ED3,1
Unit6_Doc6,2025-08-13,Ward3,1
Unit6_Doc6,2025-08-13,Ward4,0
Unit6_Doc6,2025-08-13,ED Cover A1,1
Unit6_Doc6,2025-08-13,ED Cover A2,0
Unit6_Doc6,2025-08-14,ED1,1
Unit6_Doc6,2025-08-14,ED2,1
Unit6_Doc6,2025-08-14,ED3,1
Unit6_Doc6,2025-08-14,Ward3,0
Unit6_Doc6,2025-08-14,Ward4,1
Unit6_Doc6,2025-08-14,ED Cover A1,1
Unit6_Doc6,2025-08-14,ED Cover A2,0
Unit6_Doc6,2025-08-15,ED1,1
Unit6_Doc6,2025-08-15,ED2,0
Unit6_Doc6,2025-08-15,ED3,1
Unit6_Doc6,2025-08-15,Ward3,1
Unit6_Doc6,2025-08-15,Ward4,1
Unit6_Doc6,2025-08-15,ED Cover A1,0
Unit6_Doc6,2025-08-15,ED Cover A2,1
Unit6_Doc6,2025-08-16,ED1,0
Unit6_Doc6,2025-08-16,ED2,1
Unit6_Doc6,2025-08-16,ED3,1
Unit6_Doc6,2025-08-16,Ward4,1
Unit6_Doc6,2025-08-16,Ward5,1
Unit6_Doc6,2025-08-16,Ward6,1
Unit6_Doc6,2025-08-16,Ward7,1
Unit6_Doc6,2025-08-16,Ward9,1
Unit6_Doc6,2025-08-16,Ward10,1
Unit6_Doc6,2025-08-16,Standby Oncall,1
Unit6_Doc6,2025-08-17,ED1,0
Unit6_Doc6,2025-08-17,ED2,0
Unit6_Doc6,2025-08-17,ED3,0
Unit6_Doc6,2025-08-17,Ward4,1
Unit6_Doc6,2025-08-17,Ward5,1
Unit6_Doc6,2025-08-17,Ward6,1
Unit6_Doc6,2025-08-17,Ward7,1
Unit6_Doc6,2025-08-17,Ward9,0
Unit6_Doc6,2025-08-17,Ward10,1
Unit6_Doc6,2025-08-17,Standby Oncall,1
Unit6_Doc6,2025-08-18,ED1,1
Unit6_Doc6,2025-08-18,ED2,1
Unit6_Doc6,2025-08-18,ED3,1
Unit6_Doc6,2025-08-18,Ward3,0
Unit6_Doc6,2025-08-18,Ward4,1
Unit6_Doc6,2025-08-18,ED Cover A1,0
Unit6_Doc6,2025-08-18,ED Cover A2,1
Unit6_Doc6,2025-08-19,ED1,1
Unit6_Doc6,2025-08-19,ED2,1
Unit6_Doc6,2025-08-19,ED3,1
Unit6_Doc6,2025-08-19,Ward3,1
Unit6_Doc6,2025-08-19,Ward4,1
Unit6_Doc6,2025-08-19,ED Cover A1,1
Unit6_Doc6,2025-08-19,ED Cover A2,0
Unit6_Doc6,2025-08-20,ED1,1
Unit6_Doc6,2025-08-20,ED2,1
Unit6_Doc6,2025-08-20,ED3,1
Unit6_Doc6,2025-08-20,Ward3,1
Unit6_Doc6,2025-08-20,Ward4,1
Unit6_Doc6,2025-08-20,ED Cover A1,1
Unit6_Doc6,2025-08-20,ED Cover A2,1
Unit6_Doc6,2025-08-21,ED1,1
Unit6_Doc6,2025-08-21,ED2,1
Unit6_Doc6,2025-08-21,ED3,1
Unit6_Doc6,2025-08-21,Ward3,1
Unit6_Doc6,2025-08-21,Ward4,1
Unit6_Doc6,2025-08-21,ED Cover A1,1
Unit6_Doc6,2025-08-21,ED Cover A2,1
Unit6_Doc6,2025-08-22,ED1,0
Unit6_Doc6,2025-08-22,ED2,0
Unit6_Doc6,2025-08-22,ED3,1
Unit6_Doc6,2025-08-22,Ward3,1
Unit6_Doc6,2025-08-22,Ward4,1
Unit6_Doc6,2025-08-22,ED Cover A1,1
Unit6_Doc6,2025-08-22,ED Cover A2,0
Unit6_Doc6,2025-08-23,ED1,1
Unit6_Doc6,2025-08-23,ED2,1
Unit6_Doc6,2025-08-23,ED3,0
Unit6_Doc6,2025-08-23,Ward4,0
Unit6_Doc6,2025-08-23,Ward5,0
Unit6_Doc6,2025-08-23,Ward6,1
Unit6_Doc6,2025-08-23,Ward7,1
Unit6_Doc6,2025-08-23,Ward9,1
Unit6_Doc6,2025-08-23,Ward10,0
Unit6_Doc6,2025-08-23,Standby Oncall,1
Unit6_Doc6,2025-08-24,ED1,1
Unit6_Doc6,2025-08-24,ED2,0
Unit6_Doc6,2025-08-24,ED3,1
Unit6_Doc6,2025-08-24,Ward4,1
Unit6_Doc6,2025-08-24,Ward5,0
Unit6_Doc6,2025-08-24,Ward6,1
Unit6_Doc6,2025-08-24,Ward7,1
Unit6_Doc6,2025-08-24,Ward9,1
Unit6_Doc6,2025-08-24,Ward10,1
Unit6_Doc6,2025-08-24,Standby Oncall,0
Unit6_Doc6,2025-08-25,ED1,1
Unit6_Doc6,2025-08-25,ED2,0
Unit6_Doc6,2025-08-25,ED3,1
Unit6_Doc6,2025-08-25,Ward3,1
Unit6_Doc6,2025-08-25,Ward4,1
Unit6_Doc6,2025-08-25,ED Cover A1,1
Unit6_Doc6,2025-08-25,ED Cover A2,1
Unit6_Doc6,2025-08-26,ED1,0
Unit6_Doc6,2025-08-26,ED2,1
Unit6_Doc6,2025-08-26,ED3,0
Unit6_Doc6,2025-08-26,Ward3,1
Unit6_Doc6,2025-08-26,Ward4,1
Unit6_Doc6,2025-08-26,ED Cover A1,1
Unit6_Doc6,2025-08-26,ED Cover A2,1
Unit6_Doc6,2025-08-27,ED1,1
Unit6_Doc6,2025-08-27,ED2,1
Unit6_Doc6,2025-08-27,ED3,0
Unit6_Doc6,2025-08-27,Ward3,1
Unit6_Doc6,2025-08-27,Ward4,1
Unit6_Doc6,2025-08-27,ED Cover A1,1
Unit6_Doc6,2025-08-27,ED Cover A2,1
Unit6_Doc6,2025-08-28,ED1,0
Unit6_Doc6,2025-08-28,ED2,1
Unit6_Doc6,2025-08-28,ED3,1
Unit6_Doc6,2025-08-28,Ward3,0
Unit6_Doc6,2025-08-28,Ward4,0
Unit6_Doc6,2025-08-28,ED Cover A1,1
Unit6_Doc6,2025-08-28,ED Cover A2,0
Unit6_Doc6,2025-08-29,ED1,1
Unit6_Doc6,2025-08-29,ED2,0
Unit6_Doc6,2025-08-29,ED3,1
Unit6_Doc6,2025-08-29,Ward3,0
Unit6_Doc6,2025-08-29,Ward4,0
Unit6_Doc6,2025-08-29,ED Cover A1,1
Unit6_Doc6,2025-08-29,ED Cover A2,0
Unit6_Doc6,2025-08-30,ED1,1
Unit6_Doc6,2025-08-30,ED2,1
Unit6_Doc6,2025-08-30,ED3,1
Unit6_Doc6,2025-08-30,Ward4,0
Unit6_Doc6,2025-08-30,Ward5,1
Unit6_Doc6,2025-08-30,Ward6,1
Unit6_Doc6,2025-08-30,Ward7,1
Unit6_Doc6,2025-08-30,Ward9,0
Unit6_Doc6,2025-08-30,Ward10,1
Unit6_Doc6,2025-08-30,Standby Oncall,1
Unit6_Doc6,2025-08-31,ED1,1
Unit6_Doc6,2025-08-31,ED2,1
Unit6_Doc6,2025-08-31,ED3,1
Unit6_Doc6,2025-08-31,Ward4,1
Unit6_Doc6,2025-08-31,Ward5,1
Unit6_Doc6,2025-08-31,Ward6,1
Unit6_Doc6,2025-08-31,Ward7,0
Unit6_Doc6,2025-08-31,Ward9,1
Unit6_Doc6,2025-08-31,Ward10,0
Unit6_Doc6,2025-08-31,Standby Oncall,0
Unit7_Doc1,2025-08-04,ED1,0
Unit7_Doc1,2025-08-04,ED2,1
Unit7_Doc1,2025-08-04,ED3,0
Unit7_Doc1,2025-08-04,Ward3,1
Unit7_Doc1,2025-08-04,Ward4,1
Unit7_Doc1,2025-08-04,ED Cover A1,1
Unit7_Doc1,2025-08-04,ED Cover A2,1
Unit7_Doc1,2025-08-05,ED1,0
Unit7_Doc1,2025-08-05,ED2,0
Unit7_Doc1,2025-08-05,ED3,0
Unit7_Doc1,2025-08-05,Ward3,1
Unit7_Doc1,2025-08-05,Ward4,0
Unit7_Doc1,2025-08-05,ED Cover A1,0
Unit7_Doc1,2025-08-05,ED Cover A2,0
Unit7_Doc1,2025-08-06,ED1,1
Unit7_Doc1,2025-08-06,ED2,1
Unit7_Doc1,2025-08-06,ED3,1
Unit7_Doc1,2025-08-06,Ward3,0
Unit7_Doc1,2025-08-06,Ward4,1
Unit7_Doc1,2025-08-06,ED Cover A1,1
Unit7_Doc1,2025-08-06,ED Cover A2,0
Unit7_Doc1,2025-08-07,ED1,1
Unit7_Doc1,2025-08-07,ED2,0
Unit7_Doc1,2025-08-07,ED3,1
Unit7_Doc1,2025-08-07,Ward3,1
Unit7_Doc1,2025-08-07,Ward4,1
Unit7_Doc1,2025-08-07,ED Cover A1,1
Unit7_Doc1,2025-08-07,ED Cover A2,0
Unit7_Doc1,2025-08-08,ED1,0
Unit7_Doc1,2025-08-08,ED2,0
Unit7_Doc1,2025-08-08,ED3,1
Unit7_Doc1,2025-08-08,Ward3,1
Unit7_Doc1,2025-08-08,Ward4,1
Unit7_Doc1,2025-08-08,ED Cover A1,0
Unit7_Doc1,2025-08-08,ED Cover A2,0
Unit7_Doc1,2025-08-09,ED1,1
Unit7_Doc1,2025-08-09,ED2,0
Unit7_Doc1,2025-08-09,ED3,1
